vehicle_count,avg_speed,traffic_density,weather,target
36,107.3,0.2,2,0
23,106.9,0.2,2,0
16,106.7,0.01,1,0
27,106.6,0.01,1,0
56,106.4,0.4,2,0
179,106.3,0.9,2,0
374,106.7,0.9,2,0
444,106.7,0.4,2,1
400,106.8,0.4,2,1
351,107.3,0.9,2,1
303,107.8,0.75,3,0
326,108.8,0.4,3,0
340,109.3,0.4,3,0
348,109.6,0.4,3,0
388,110.0,0.2,3,0
392,110.1,0.4,2,0
452,110.2,0.4,2,1
419,110.2,0.4,2,1
309,110.0,0.2,2,1
249,109.8,0.2,2,1
217,109.0,0.2,2,0
216,108.7,0.2,2,0
149,108.5,0.01,1,0
82,108.4,0.01,1,0
48,108.2,0.01,1,0
26,108.0,0.01,1,0
21,108.0,0.75,2,0
28,108.1,0.75,2,0
53,108.1,0.75,2,0
169,108.0,0.9,2,0
371,108.1,0.9,2,0
424,108.3,0.9,2,1
368,108.4,0.9,2,1
328,108.6,0.9,2,1
314,108.8,0.75,2,0
339,109.4,0.9,2,0
364,109.9,0.75,2,0
339,110.1,0.75,2,0
376,109.7,0.9,2,0
388,109.2,0.9,2,0
432,109.1,0.9,3,1
379,109.0,0.9,3,1
308,108.8,0.9,2,1
232,108.6,0.9,2,1
192,108.3,0.9,2,0
258,107.9,0.9,2,0
170,107.5,0.9,2,0
120,107.1,0.9,2,0
68,106.4,0.9,2,0
46,105.8,0.9,2,0
37,105.2,0.2,2,0
27,104.9,0.01,1,0
26,104.6,0.01,1,0
48,104.3,0.01,1,0
84,104.0,0.01,1,0
127,103.9,0.2,2,1
183,103.8,0.2,2,1
237,104.0,0.2,2,1
261,104.3,0.2,2,0
296,104.8,0.2,2,0
331,105.1,0.2,2,0
319,105.6,0.2,2,0
324,105.8,0.2,2,0
340,106.0,0.2,2,0
413,106.0,0.2,2,1
302,106.0,0.4,2,1
271,105.9,0.75,2,1
235,105.8,0.75,3,1
197,105.4,0.4,2,0
196,105.3,0.2,2,0
226,105.1,0.2,2,0
128,104.9,0.01,1,0
78,104.7,0.01,1,0
50,104.6,0.01,1,0
41,104.3,0.01,1,0
22,104.1,0.01,1,0
19,103.9,0.01,1,0
30,103.8,0.01,1,0
51,103.6,0.01,1,0
69,103.5,0.01,1,1
109,103.8,0.75,2,1
165,104.5,0.4,2,1
225,105.0,0.75,2,0
235,105.5,0.9,2,0
282,105.9,0.9,2,0
315,106.1,0.9,2,0
306,106.4,0.9,2,0
307,106.6,0.9,2,0
284,106.6,0.9,2,1
265,106.8,0.75,2,1
236,106.7,0.75,2,1
193,106.6,0.75,2,1
170,106.3,0.75,2,0
143,106.0,0.75,2,0
102,105.7,0.75,2,0
62,105.5,0.2,2,0
30,105.3,0.9,2,0
21,105.2,0.9,2,0
15,105.0,0.75,2,0
24,105.0,0.75,2,0
55,105.0,0.2,2,0
178,104.8,0.4,2,0
380,104.8,0.75,2,0
448,105.0,0.75,2,1
385,105.4,0.9,2,1
323,106.0,0.9,2,1
268,106.3,0.9,3,0
279,106.7,0.9,3,0
291,107.2,0.9,3,0
308,107.4,0.9,3,0
348,107.6,0.75,3,0
379,107.7,0.75,3,0
425,107.7,0.75,3,1
404,107.6,0.75,2,1
276,107.4,0.75,3,1
206,107.1,0.75,3,1
178,106.8,0.75,2,0
153,106.6,0.75,2,0
98,106.3,0.4,2,0
61,106.3,0.4,2,0
32,106.4,0.75,2,0
21,106.1,0.9,2,0
15,105.5,0.4,2,0
24,105.0,0.2,2,0
55,104.7,0.75,2,0
183,104.5,0.75,2,0
394,104.2,0.2,2,0
449,104.1,0.01,1,1
392,104.1,0.01,1,1
349,104.4,0.2,2,1
294,104.8,0.2,2,0
325,105.3,0.2,2,0
330,105.7,0.4,2,0
327,105.9,0.2,2,0
366,106.2,0.4,2,0
409,106.3,0.75,2,0
445,106.5,0.75,2,1
427,106.4,0.9,3,1
307,106.4,0.9,2,1
238,106.3,0.75,2,1
193,105.9,0.4,2,0
158,105.5,0.2,2,0
125,105.0,0.01,1,0
71,104.8,0.01,1,0
37,104.6,0.01,1,0
22,104.4,0.01,1,0
16,104.3,0.01,1,0
25,104.4,0.01,1,0
58,104.4,0.01,1,0
184,104.5,0.01,1,0
392,104.7,0.75,2,0
456,105.1,0.75,2,1
406,105.5,0.9,2,1
338,106.0,0.9,2,1
302,106.3,0.9,2,0
321,107.2,0.75,2,0
344,108.0,0.75,2,0
334,108.4,0.75,2,0
370,108.9,0.75,2,0
405,109.1,0.75,2,0
444,109.3,0.9,2,1
433,109.4,0.9,2,1
324,109.5,0.9,2,1
223,109.3,0.9,2,1
219,109.1,0.75,2,0
308,109.0,0.9,2,0
149,109.2,0.9,2,0
89,109.4,0.9,2,0
48,109.5,0.9,2,0
23,109.5,0.9,2,0
16,109.4,0.9,2,0
23,109.4,0.9,2,0
57,109.2,0.9,2,0
185,109.2,0.9,3,0
358,109.2,0.9,3,0
427,109.2,0.9,3,1
388,109.2,0.9,3,1
376,109.2,0.9,3,1
299,109.1,0.9,3,0
320,109.2,0.9,3,0
350,109.2,0.9,3,0
349,109.2,0.9,3,0
364,109.1,0.9,3,0
392,108.9,0.9,3,0
416,108.6,0.9,3,1
389,108.4,0.9,3,1
308,108.3,0.9,3,1
207,108.3,0.9,3,1
186,108.2,0.9,3,0
171,108.1,0.9,3,0
132,108.0,0.9,3,0
74,107.9,0.9,3,0
40,107.9,0.9,2,0
26,107.9,0.9,2,0
20,107.8,0.9,2,0
29,107.8,0.9,2,0
55,107.7,0.9,3,0
174,107.7,0.9,2,0
376,107.5,0.9,2,0
436,107.2,0.4,2,1
404,107.2,0.75,2,1
351,107.4,0.4,3,1
328,107.8,0.2,3,0
353,108.1,0.2,3,0
387,108.5,0.75,3,0
397,108.7,0.75,3,0
390,108.9,0.75,3,0
424,108.9,0.9,3,0
441,108.9,0.9,3,1
410,108.7,0.9,3,1
334,108.5,0.9,2,1
250,108.5,0.9,2,1
196,108.2,0.9,2,0
191,107.9,0.9,3,0
177,107.5,0.4,3,0
114,107.3,0.01,1,0
74,107.0,0.01,1,0
44,106.8,0.2,2,0
39,106.7,0.01,1,0
27,106.4,0.01,1,0
26,106.2,0.01,1,0
48,106.1,0.01,1,0
89,105.8,0.01,1,0
143,105.7,0.2,2,1
210,106.4,0.01,1,1
284,107.3,0.01,1,1
282,108.2,0.01,1,0
314,108.9,0.01,3,0
338,109.2,0.01,3,0
359,109.4,0.01,3,0
351,109.7,0.2,2,0
328,109.8,0.2,2,0
331,110.0,0.2,2,1
320,110.0,0.2,2,1
294,109.9,0.2,2,1
272,109.6,0.2,2,1
204,109.1,0.4,2,0
198,109.0,0.4,2,0
207,108.9,0.4,2,0
172,108.8,0.2,2,0
101,108.7,0.01,1,0
51,108.8,0.01,1,0
40,108.9,0.2,2,0
24,109.1,0.75,2,0
20,109.3,0.4,2,0
34,109.3,0.75,2,0
57,109.3,0.4,2,0
80,109.2,0.2,2,1
124,109.5,0.4,2,1
187,109.9,0.2,2,1
243,110.3,0.2,2,0
261,110.8,0.2,2,0
295,111.4,0.4,2,0
320,111.8,0.4,2,0
309,112.1,0.75,2,0
288,112.3,0.75,2,0
298,112.6,0.75,2,1
269,112.6,0.75,2,1
242,112.5,0.75,2,1
207,111.9,0.9,2,1
185,111.5,0.9,2,0
239,111.2,0.75,2,0
127,110.9,0.75,2,0
68,110.7,0.75,2,0
40,110.6,0.4,2,0
25,110.6,0.75,2,0
25,110.5,0.75,2,0
25,110.6,0.9,2,0
57,110.6,0.9,2,0
179,110.6,0.9,2,0
380,110.6,0.9,2,0
434,110.4,0.9,2,1
380,110.5,0.9,2,1
333,110.7,0.9,2,1
287,110.5,0.9,3,0
301,110.5,0.9,3,0
325,110.5,0.9,3,0
331,110.8,0.9,2,0
348,111.4,0.75,2,0
373,111.7,0.9,3,0
420,111.7,0.9,3,1
400,111.9,0.9,2,1
288,112.2,0.01,1,1
214,112.2,0.75,3,1
172,111.9,0.9,3,0
145,111.3,0.9,3,0
99,109.5,0.9,2,0
69,108.6,0.9,2,0
37,108.0,0.9,2,0
23,107.8,0.9,2,0
16,107.8,0.9,2,0
26,107.7,0.9,2,0
54,107.3,0.9,2,0
177,106.7,0.9,2,0
379,106.5,0.9,2,0
433,106.2,0.9,2,1
382,106.0,0.9,2,1
333,106.0,0.9,2,1
290,106.2,0.9,3,0
314,106.8,0.9,2,0
327,107.3,0.4,2,0
337,107.7,0.4,3,0
352,108.1,0.01,3,0
383,108.5,0.2,3,0
439,108.7,0.2,2,1
420,108.8,0.2,2,1
269,108.8,0.2,2,1
220,108.5,0.4,2,1
192,108.2,0.4,2,0
165,107.8,0.4,2,0
111,107.6,0.75,2,0
68,107.4,0.4,2,0
39,107.2,0.4,2,0
22,107.0,0.75,2,0
18,106.9,0.75,2,0
25,106.6,0.2,2,0
55,106.4,0.01,1,0
182,106.1,0.01,1,0
391,105.9,0.01,1,0
447,105.9,0.2,2,1
414,106.3,0.2,2,1
359,107.0,0.2,2,1
309,107.8,0.2,2,0
332,108.3,0.2,2,0
345,108.8,0.2,2,0
345,109.1,0.75,2,0
367,109.5,0.9,2,0
401,109.6,0.75,2,0
456,109.7,0.9,2,1
429,109.7,0.9,2,1
225,109.3,0.9,2,1
189,109.2,0.9,2,0
165,109.1,0.9,2,0
113,109.1,0.9,2,0
69,109.1,0.9,2,0
41,109.1,0.9,2,0
23,109.2,0.9,2,0
18,109.2,0.9,2,0
24,109.1,0.9,2,0
54,109.1,0.9,2,0
183,109.0,0.9,3,0
376,108.7,0.9,3,0
441,108.5,0.9,2,1
382,108.4,0.9,2,1
348,108.3,0.9,2,1
311,108.3,0.9,3,0
329,108.4,0.9,3,0
348,108.5,0.9,3,0
349,108.5,0.9,3,0
355,108.4,0.9,3,0
375,108.3,0.9,3,0
401,108.2,0.9,3,1
366,108.1,0.9,3,1
236,108.0,0.9,3,1
170,108.0,0.9,3,1
138,107.9,0.9,3,0
130,107.8,0.9,3,0
106,107.6,0.9,3,0
76,107.6,0.9,3,0
36,107.5,0.9,3,0
26,107.4,0.9,3,0
21,107.3,0.9,3,0
24,107.3,0.9,2,0
51,107.3,0.9,2,0
143,107.1,0.9,3,0
226,107.0,0.9,2,0
177,107.0,0.9,2,1
227,107.2,0.9,3,1
266,107.4,0.9,3,1
216,107.7,0.9,3,0
238,108.1,0.9,3,0
268,108.4,0.9,3,0
283,108.7,0.9,3,0
313,109.0,0.9,3,0
330,109.3,0.75,3,0
389,109.4,0.4,3,1
349,109.6,0.2,3,1
282,109.6,0.2,3,1
225,109.5,0.01,3,1
189,109.1,0.01,3,0
180,108.7,0.01,1,0
187,108.3,0.01,1,0
114,108.1,0.01,3,0
76,108.0,0.01,1,0
46,107.7,0.01,1,0
39,107.5,0.01,1,0
26,107.2,0.01,1,0
25,107.0,0.01,1,0
46,106.8,0.01,1,0
88,106.6,0.01,1,0
135,106.4,0.4,2,1
204,106.9,0.4,2,1
262,107.6,0.4,3,1
291,108.5,0.2,3,0
309,109.1,0.01,3,0
340,109.5,0.01,3,0
313,109.9,0.01,3,0
333,110.3,0.01,3,0
323,110.5,0.4,3,0
320,110.8,0.4,2,1
293,110.9,0.4,2,1
283,110.8,0.75,2,1
223,110.7,0.75,2,1
189,110.4,0.75,2,0
278,110.2,0.75,2,0
271,110.0,0.4,2,0
156,109.8,0.2,2,0
88,109.7,0.2,2,0
54,109.7,0.75,2,0
39,109.8,0.75,2,0
26,109.9,0.75,2,0
20,109.9,0.75,2,0
30,109.8,0.2,2,0
50,109.7,0.4,2,0
75,109.7,0.75,2,1
118,109.8,0.4,2,1
184,110.2,0.4,2,1
241,110.7,0.2,2,0
254,111.2,0.01,1,0
291,111.6,0.01,1,0
311,112.1,0.01,1,0
289,112.5,0.01,1,0
291,113.0,0.01,1,0
291,113.1,0.2,2,1
273,113.2,0.2,2,1
242,113.1,0.2,2,1
208,112.9,0.2,2,1
182,112.2,0.2,2,0
146,111.0,0.75,2,0
120,110.6,0.9,2,0
71,110.6,0.9,2,0
36,110.7,0.75,2,0
21,110.5,0.75,2,0
17,110.2,0.2,2,0
21,109.9,0.75,2,0
57,109.6,0.75,2,0
184,109.4,0.4,2,0
393,109.2,0.75,2,0
453,109.3,0.75,2,1
413,109.4,0.9,2,1
357,110.1,0.9,2,1
308,111.0,0.4,2,0
319,111.9,0.4,2,0
351,112.1,0.4,2,0
376,112.4,0.4,2,0
377,112.6,0.2,2,0
395,112.6,0.4,2,0
427,112.6,0.4,2,1
397,112.6,0.4,2,1
296,112.3,0.2,2,1
216,112.1,0.2,2,1
191,111.4,0.2,2,0
156,110.9,0.2,2,0
112,110.6,0.2,2,0
66,110.2,0.2,2,0
34,110.0,0.01,1,0
21,109.7,0.01,1,0
16,109.5,0.01,1,0
21,109.2,0.01,1,0
57,109.0,0.01,1,0
191,108.8,0.01,1,0
404,108.5,0.2,2,0
468,108.4,0.2,2,1
432,108.7,0.01,1,1
359,109.1,0.01,1,1
311,109.6,0.2,2,0
327,110.2,0.2,2,0
350,110.8,0.2,2,0
341,111.2,0.2,2,0
361,111.4,0.2,2,0
411,111.5,0.4,2,0
460,111.5,0.4,2,1
442,111.5,0.2,2,1
318,111.4,0.2,2,1
231,111.2,0.2,2,1
200,110.7,0.4,2,0
192,110.1,0.2,2,0
254,109.2,0.01,1,0
83,108.9,0.01,1,0
39,108.5,0.01,1,0
26,108.2,0.01,1,0
19,108.2,0.01,1,0
26,108.2,0.2,2,0
58,108.5,0.75,2,0
189,108.7,0.75,2,0
404,108.9,0.75,2,0
479,109.1,0.75,2,1
427,109.6,0.75,2,1
372,110.4,0.4,2,1
351,111.1,0.4,2,0
366,112.1,0.75,2,0
342,112.7,0.75,2,0
348,113.1,0.75,2,0
365,113.7,0.75,2,0
420,114.2,0.4,2,0
472,114.6,0.75,2,1
452,114.8,0.75,2,1
330,115.0,0.75,2,1
228,114.7,0.4,2,1
199,113.9,0.75,2,0
180,113.6,0.75,2,0
136,113.8,0.75,2,0
86,113.6,0.9,2,0
42,113.5,0.9,2,0
27,113.1,0.9,2,0
18,112.3,0.9,2,0
25,111.7,0.75,3,0
58,111.4,0.9,3,0
192,111.2,0.9,3,0
391,110.8,0.9,2,0
460,110.5,0.4,2,1
433,110.7,0.2,2,1
369,111.2,0.75,2,1
334,111.7,0.4,2,0
362,112.3,0.2,2,0
357,112.6,0.2,2,0
346,112.7,0.2,3,0
385,112.9,0.2,2,0
421,113.0,0.01,1,0
452,113.1,0.2,2,1
436,113.0,0.2,2,1
325,112.8,0.4,2,1
239,112.5,0.75,2,1
222,112.2,0.4,2,0
256,111.4,0.2,2,0
218,110.7,0.2,2,0
96,110.3,0.2,2,0
47,110.0,0.01,1,0
26,109.9,0.4,2,0
21,109.8,0.9,2,0
30,109.9,0.9,2,0
52,109.9,0.9,2,0
174,110.0,0.9,2,0
388,110.0,0.9,2,0
457,110.0,0.9,2,1
423,110.3,0.75,2,1
364,110.7,0.75,2,1
329,111.0,0.75,2,0
364,111.6,0.4,2,0
367,112.2,0.01,1,0
391,112.8,0.01,1,0
401,113.1,0.2,2,0
425,113.4,0.2,2,0
461,113.5,0.4,2,1
426,113.6,0.4,2,1
364,113.4,0.9,2,1
261,113.1,0.9,2,1
221,112.6,0.9,2,0
206,112.0,0.01,1,0
179,111.7,0.9,2,0
133,111.7,0.9,2,0
78,111.7,0.9,2,0
47,111.7,0.9,2,0
38,111.7,0.9,2,0
26,111.6,0.9,2,0
27,111.4,0.9,2,0
49,111.1,0.9,3,0
96,110.9,0.9,3,0
164,110.4,0.9,3,1
218,110.3,0.9,3,1
257,110.3,0.9,3,1
288,110.4,0.9,3,0
322,110.8,0.9,3,0
366,111.2,0.2,2,0
350,111.6,0.9,3,0
330,111.9,0.9,2,0
328,111.9,0.9,2,0
316,112.0,0.9,3,1
302,112.0,0.9,2,1
291,111.8,0.9,2,1
231,111.5,0.9,2,1
200,111.1,0.9,3,0
224,110.9,0.9,2,0
214,110.7,0.9,2,0
144,110.5,0.9,2,0
91,110.4,0.9,2,0
53,110.3,0.9,2,0
39,110.1,0.9,2,0
25,110.1,0.9,2,0
19,109.9,0.9,2,0
31,109.8,0.9,2,0
54,109.7,0.9,2,0
80,109.6,0.9,2,1
127,109.7,0.9,2,1
180,109.8,0.9,2,1
236,109.8,0.9,2,0
266,109.9,0.9,2,0
301,109.8,0.9,2,0
293,109.6,0.9,2,0
292,109.5,0.9,2,0
289,109.5,0.9,2,0
288,109.5,0.9,2,1
284,109.4,0.9,2,1
241,109.3,0.9,3,1
207,109.1,0.9,3,1
172,109.0,0.9,2,0
226,108.8,0.9,2,0
167,108.8,0.9,2,0
70,108.7,0.9,2,0
35,108.4,0.9,2,0
23,108.1,0.9,3,0
17,108.0,0.9,3,0
23,107.8,0.9,2,0
55,107.7,0.9,2,0
188,107.5,0.9,2,0
396,107.4,0.75,2,0
467,107.3,0.9,2,1
415,107.3,0.9,2,1
348,107.5,0.75,2,1
305,107.7,0.75,2,0
317,108.0,0.4,2,0
328,108.3,0.75,2,0
329,108.6,0.75,2,0
346,108.7,0.4,2,0
395,108.8,0.75,2,0
436,108.7,0.75,2,1
415,108.7,0.75,2,1
290,108.5,0.75,2,1
202,108.3,0.75,2,1
185,107.9,0.4,2,0
155,107.6,0.2,2,0
105,107.4,0.2,2,0
65,107.2,0.2,2,0
36,107.1,0.4,2,0
22,106.8,0.75,2,0
17,106.6,0.75,2,0
24,106.3,0.75,2,0
55,106.2,0.01,1,0
186,106.2,0.0,1,0
408,105.8,0.01,1,0
453,105.9,0.01,1,1
431,106.1,0.01,1,1
366,106.4,0.01,1,1
319,106.9,0.2,2,0
334,107.2,0.01,1,0
348,107.6,0.01,1,0
359,107.9,0.2,2,0
380,108.4,0.2,2,0
430,108.7,0.2,2,0
472,108.9,0.75,2,1
443,109.0,0.4,2,1
331,108.9,0.75,2,1
233,108.8,0.9,2,1
192,108.6,0.9,2,0
172,108.5,0.9,2,0
139,108.4,0.9,2,0
71,108.4,0.9,2,0
38,108.4,0.9,2,0
21,108.4,0.9,2,0
18,108.4,0.9,2,0
25,108.3,0.9,2,0
56,108.1,0.9,2,0
187,108.1,0.9,2,0
404,108.1,0.9,2,0
477,108.2,0.9,2,1
408,108.3,0.9,2,1
361,108.3,0.9,2,1
312,108.2,0.9,2,0
316,108.1,0.9,2,0
335,108.2,0.9,3,0
332,108.5,0.9,3,0
362,108.7,0.9,3,0
396,108.6,0.9,3,0
415,108.4,0.9,3,1
402,108.3,0.9,3,1
297,108.2,0.9,3,1
199,108.2,0.9,3,1
171,108.2,0.9,3,0
146,108.2,0.9,3,0
125,108.2,0.9,3,0
61,108.0,0.9,3,0
33,107.9,0.9,3,0
21,107.7,0.9,3,0
17,107.6,0.9,3,0
23,107.6,0.9,2,0
54,107.6,0.9,2,0
186,107.6,0.9,3,0
366,107.6,0.9,3,0
430,107.7,0.9,2,1
347,107.7,0.9,2,1
360,107.7,0.9,3,1
306,107.9,0.9,2,0
339,108.1,0.9,3,0
343,108.5,0.9,3,0
350,108.7,0.9,3,0
366,109.0,0.9,3,0
414,109.4,0.75,3,0
445,109.6,0.4,3,1
436,109.7,0.4,3,1
323,109.7,0.4,3,1
236,109.5,0.2,3,1
211,109.1,0.01,1,0
196,108.6,0.01,3,0
169,108.1,0.01,3,0
91,107.7,0.01,3,0
52,107.4,0.01,1,0
30,107.3,0.01,1,0
23,107.1,0.01,1,0
23,107.0,0.01,1,0
46,106.8,0.01,1,0
148,106.7,0.01,1,0
341,106.8,0.4,2,0
390,107.1,0.75,2,1
372,107.7,0.9,2,1
341,108.5,0.9,2,1
329,109.1,0.75,3,0
370,109.9,0.4,3,0
395,110.4,0.4,3,0
394,110.8,0.4,3,0
399,111.1,0.75,3,0
411,111.3,0.75,2,0
414,111.5,0.9,2,1
364,111.3,0.9,2,1
310,111.3,0.9,2,1
253,111.3,0.75,2,1
213,111.0,0.75,2,0
191,110.6,0.75,2,0
194,110.4,0.75,2,0
132,110.3,0.75,2,0
86,110.2,0.75,2,0
52,110.2,0.75,3,0
41,110.2,0.2,3,0
23,110.2,0.4,2,0
23,110.3,0.75,2,0
43,110.3,0.75,2,0
95,110.2,0.75,2,0
133,110.1,0.75,2,1
174,110.3,0.75,2,1
234,110.5,0.75,2,1
270,110.8,0.9,2,0
285,111.3,0.9,2,0
300,112.1,0.9,2,0
309,112.7,0.75,2,0
302,113.4,0.75,2,0
294,113.9,0.75,2,0
299,113.9,0.9,3,1
264,113.8,0.9,3,1
239,113.2,0.9,3,1
211,113.0,0.75,3,1
183,112.8,0.75,3,0
218,112.4,0.9,3,0
226,112.1,0.9,3,0
136,112.0,0.9,3,0
72,111.8,0.9,3,0
47,111.8,0.9,3,0
42,111.0,0.9,2,0
21,111.2,0.9,3,0
16,111.2,0.9,3,0
26,111.1,0.9,2,0
51,110.8,0.9,2,0
77,110.8,0.4,3,1
118,111.2,0.4,3,1
174,111.6,0.0,1,1
264,114.9,0.4,2,0
270,115.0,0.4,2,0
277,115.2,0.4,2,0
290,115.5,0.4,2,0
300,115.7,0.4,2,1
307,115.7,0.2,2,1
309,115.5,0.2,2,1
295,115.2,0.2,2,1
262,114.3,0.2,2,0
204,113.5,0.2,2,0
130,113.3,0.75,2,0
78,113.0,0.75,2,0
41,112.8,0.4,2,0
23,112.6,0.9,2,0
18,112.6,0.9,3,0
23,112.5,0.9,3,0
53,112.5,0.9,3,0
179,112.5,0.9,3,0
377,112.5,0.75,3,0
450,112.3,0.4,3,1
399,112.5,0.75,2,1
349,112.9,0.75,3,1
304,113.3,0.9,3,0
319,113.9,0.4,2,0
329,114.3,0.4,3,0
343,114.5,0.2,3,0
358,114.4,0.2,2,0
409,114.3,0.2,2,0
443,114.0,0.2,2,1
424,113.5,0.01,1,1
317,113.1,0.01,1,1
221,112.8,0.01,1,1
204,112.3,0.01,1,0
339,111.7,0.01,1,0
144,111.2,0.01,1,0
72,110.7,0.01,1,0
44,110.3,0.01,1,0
22,110.0,0.01,1,0
16,109.8,0.01,1,0
24,109.7,0.01,1,0
56,109.6,0.01,1,0
191,109.4,0.01,1,0
396,109.0,0.01,1,0
468,109.1,0.2,2,1
419,109.7,0.2,2,1
369,110.2,0.2,2,1
310,110.6,0.2,2,0
323,111.2,0.2,2,0
344,111.6,0.2,2,0
354,112.1,0.4,2,0
359,112.3,0.4,2,0
407,112.6,0.01,1,0
468,112.7,0.01,1,1
450,112.7,0.4,2,1
315,112.6,0.4,2,1
232,112.3,0.75,2,1
206,112.0,0.4,2,0
174,111.1,0.4,2,0
114,110.7,0.75,2,0
67,110.5,0.75,2,0
38,110.2,0.2,2,0
22,110.1,0.2,2,0
17,110.0,0.2,2,0
23,109.9,0.75,2,0
57,110.0,0.75,2,0
191,110.1,0.75,2,0
399,110.1,0.9,2,0
477,110.1,0.9,2,1
431,110.2,0.9,2,1
363,110.4,0.9,2,1
318,110.5,0.9,2,0
330,110.7,0.9,2,0
350,110.8,0.9,2,0
354,110.6,0.9,3,0
361,110.2,0.9,3,0
387,109.8,0.9,3,0
438,109.6,0.9,3,1
436,109.6,0.9,3,1
293,109.7,0.9,3,1
210,109.8,0.9,3,1
191,109.8,0.9,3,0
159,109.8,0.9,3,0
136,109.9,0.9,3,0
69,110.0,0.9,3,0
38,110.0,0.9,3,0
20,110.1,0.9,2,0
18,110.2,0.9,3,0
23,110.2,0.9,2,0
56,110.0,0.9,3,0
192,109.9,0.9,3,0
358,109.8,0.9,3,0
394,109.7,0.9,3,1
388,109.6,0.9,3,1
370,109.6,0.9,3,1
304,109.6,0.9,3,0
323,109.6,0.9,3,0
345,109.7,0.9,3,0
351,109.8,0.9,3,0
373,109.9,0.9,3,0
402,109.9,0.9,3,0
456,110.1,0.9,3,1
463,110.1,0.9,3,1
324,110.3,0.9,3,1
239,110.3,0.9,3,1
223,110.3,0.9,3,0
211,110.2,0.9,3,0
135,110.0,0.9,2,0
244,109.7,0.4,2,0
92,109.1,0.2,3,0
32,108.9,0.2,2,0
24,108.9,0.01,1,0
25,108.9,0.2,3,0
52,108.8,0.2,3,0
180,108.6,0.2,2,0
379,108.6,0.2,2,0
399,108.9,0.01,3,1
414,109.8,0.01,3,1
386,110.5,0.01,3,1
333,110.8,0.01,3,0
355,111.1,0.2,3,0
385,111.6,0.4,3,0
395,112.0,0.2,2,0
412,112.9,0.2,3,0
429,113.1,0.2,2,0
429,113.3,0.2,2,1
436,113.5,0.4,2,1
348,113.4,0.2,3,1
263,113.1,0.2,2,1
207,112.5,0.2,2,0
195,111.8,0.2,2,0
149,111.3,0.2,2,0
104,110.5,0.2,2,0
69,110.2,0.2,2,0
36,109.8,0.01,1,0
26,109.4,0.01,1,0
16,109.2,0.01,1,0
17,109.1,0.01,1,0
30,108.9,0.01,1,0
65,108.7,0.01,1,0
106,108.8,0.2,2,1
152,109.3,0.2,2,1
183,109.7,0.4,2,1
204,110.2,0.75,2,0
240,110.6,0.75,2,0
260,110.9,0.9,2,0
227,111.4,0.9,2,0
222,111.7,0.9,2,0
212,111.9,0.9,2,0
228,112.0,0.9,2,1
199,112.2,0.9,2,1
190,112.2,0.9,2,1
165,112.0,0.9,2,1
145,111.8,0.4,3,0
172,111.2,0.9,3,0
145,110.8,0.9,3,0
108,110.6,0.9,3,0
73,110.6,0.9,2,0
53,110.5,0.9,3,0
37,110.3,0.9,3,0
21,110.1,0.9,3,0
16,109.7,0.9,3,0
26,109.4,0.9,3,0
45,109.3,0.9,3,0
64,109.2,0.9,3,1
102,109.2,0.9,3,1
145,109.3,0.9,3,1
183,109.2,0.9,3,0
203,109.2,0.9,3,0
219,109.3,0.9,3,0
231,109.4,0.9,3,0
237,109.5,0.9,3,0
243,109.7,0.9,3,0
252,110.1,0.9,3,1
236,110.1,0.4,3,1
199,109.7,0.9,3,1
163,109.6,0.9,3,1
154,109.6,0.9,3,0
125,109.7,0.75,3,0
86,109.8,0.75,3,0
58,109.8,0.75,3,0
30,109.9,0.9,3,0
19,110.0,0.9,3,0
14,110.2,0.9,3,0
22,110.2,0.9,3,0
50,110.2,0.9,3,0
182,110.0,0.9,3,0
372,109.8,0.9,3,0
442,109.8,0.9,3,1
385,109.8,0.9,3,1
327,109.7,0.9,3,1
283,109.7,0.9,3,0
297,109.7,0.9,3,0
299,109.8,0.9,3,0
309,109.8,0.9,3,0
337,109.9,0.9,3,0
382,110.1,0.9,3,0
421,110.2,0.9,3,1
398,110.3,0.9,3,1
281,110.1,0.9,3,1
201,110.1,0.9,3,1
167,110.1,0.9,3,0
133,110.2,0.9,3,0
130,110.2,0.9,3,0
225,110.2,0.9,3,0
52,110.0,0.9,3,0
26,110.0,0.9,3,0
18,109.8,0.9,3,0
23,109.5,0.9,3,0
56,109.4,0.9,3,0
186,109.3,0.9,3,0
380,109.1,0.9,3,0
426,109.0,0.9,3,1
386,109.1,0.9,3,1
36,108.9,0.2,2,0
74,108.8,0.2,2,0
93,109.1,0.4,2,1
141,109.5,0.4,2,1
206,109.8,0.75,2,1
265,110.3,0.4,2,0
302,110.9,0.4,2,0
324,111.4,0.75,2,0
310,111.8,0.75,2,0
295,112.1,0.4,2,0
305,112.4,0.12,2,0
310,112.6,0.01,1,1
284,112.7,0.48,2,1
311,112.5,0.48,2,1
229,112.4,0.48,2,1
192,112.2,0.92,2,0
167,111.9,0.01,1,0
107,111.7,0.9,2,0
70,111.7,0.9,2,0
34,111.6,0.9,2,0
23,111.6,0.88,2,0
17,111.5,0.9,2,0
24,111.4,0.9,2,0
54,111.3,0.4,2,0
190,111.3,0.9,2,0
404,111.2,0.0,1,0
467,111.2,0.9,2,1
412,111.6,0.4,2,1
359,112.0,0.0,1,1
313,112.4,0.9,2,0
315,112.6,0.0,1,0
334,112.9,0.4,2,0
